Frm,Track,xc,yc,w,h,Velocity(kmph),,
948,4,2354,378,81,50,3.996177215,,
948,8,2499,627,74,62,0.905248215,,
948,10,2662,646,90,56,0.504010987,,
948,74,474,935,236,100,23.35545636,,
948,71,1474,1603,99,41,27.31766193,,
948,15,3607,619,117,44,1.358710218,,
948,66,1416,1093,244,106,34.75526288,,
948,7,2798,631,82,60,0.90005695,,
948,9,2404,500,68,61,2.067915274,,
948,52,2392,1325,49,83,-0.064636576,,
948,5,2461,388,86,49,-0.141926027,,
948,73,269,1738,98,44,43.709002,,
948,75,2606,1577,102,40,45.68012852,,
948,64,1782,1403,79,63,14.93747692,,
948,67,1879,1697,250,86,32.07836096,,
949,79,320,1142,237,108,24.32731955,,
949,12,3454,1882,179,95,0.181662587,,
949,65,2464,966,98,37,45.02109066,,
949,69,2038,946,86,36,45.92277507,,
949,6,2443,439,85,52,1.200348284,,
949,58,2993,925,198,95,34.32777536,,
949,4,2354,378,80,50,3.489530016,,
949,8,2499,627,74,62,0.77638138,,
949,10,2663,646,90,56,0.888704303,,
949,74,482,935,236,100,23.34365979,,
949,71,1465,1604,98,42,27.27335121,,
949,15,3607,619,117,44,1.177830475,,
949,66,1429,1092,242,106,35.34873046,,
949,7,2798,631,82,60,0.774274936,,
949,9,2404,500,68,62,1.754663431,,
949,52,2392,1325,49,83,-0.074390369,,
949,5,2461,388,86,48,-0.133758545,,
949,73,253,1736,97,43,44.27920288,,
949,75,2591,1577,101,40,45.34284457,,
949,64,1780,1399,78,60,14.38258772,,
949,67,1869,1697,249,86,31.61393502,,
950,79,327,1142,236,107,23.84525745,,
950,12,3454,1882,179,95,0.085389138,,
950,65,2480,966,96,37,45.31328943,,
950,69,2057,946,89,37,47.42741986,,
950,6,2443,439,85,52,1.028667857,,
950,58,3005,925,199,95,34.51586994,,
950,4,2354,378,79,50,3.014768716,,
950,8,2499,627,74,62,0.657263616,,
950,10,2663,646,90,56,0.760965954,,
950,74,490,934,236,101,23.36300803,,
950,71,1455,1605,98,41,27.69946108,,
950,15,3607,619,117,44,1.009336356,,
950,66,1440,1091,242,106,34.92867517,,
950,7,2798,631,82,60,0.657765738,,
950,9,2403,500,66,61,1.946064766,,
950,52,2392,1325,49,83,-0.08144369,,
950,5,2461,388,85,48,-0.124962726,,
950,73,239,1735,98,42,43.7946793,,
950,75,2574,1577,102,40,45.99468222,,
950,64,1776,1396,78,59,14.15180463,,
950,67,1855,1697,252,86,33.10523652,,
951,79,336,1142,235,108,24.34993863,,
951,12,3454,1883,178,96,0.482690251,,
951,65,2494,966,97,36,44.61845272,,
951,69,2073,946,85,37,47.36427331,,
951,6,2443,439,84,52,0.870058748,,
951,58,3017,924,199,94,34.69939493,,
951,4,2353,378,75,49,3.052648093,,
951,8,2499,627,74,62,0.548047374,,
951,10,2663,645,90,56,1.122019169,,
951,74,497,934,237,101,22.87212229,,
951,71,1445,1605,98,42,28.05479225,,
951,15,3607,620,117,44,1.332675357,,
951,66,1452,1092,242,106,35.01426588,,
951,7,2798,631,82,60,0.55072168,,
951,9,2405,500,69,62,2.599238616,,
951,52,2391,1325,50,83,0.392864189,,
951,5,2461,388,85,49,-0.115771543,,
951,73,223,1732,98,41,44.42137913,,
951,75,2559,1578,100,40,45.64917714,,
951,64,1772,1393,80,59,13.9650441,,
951,67,1845,1698,253,85,32.57227179,,
952,79,344,1142,236,108,24.31991216,,
952,12,3454,1883,179,96,0.371470639,,
952,65,2509,967,99,38,44.4762301,,
952,69,2090,946,87,38,47.77930098,,
952,6,2443,440,84,52,1.203709995,,
952,58,3028,924,199,95,34.35933396,,
952,4,2353,378,74,48,2.603234992,,
952,8,2499,627,75,62,0.448714094,,
952,10,2663,645,90,57,0.971089493,,
952,74,505,934,236,101,22.90436691,,
952,71,1435,1606,98,42,28.39138679,,
952,15,3607,620,118,44,1.147128711,,
952,66,1464,1091,243,105,35.0866598,,
952,7,2798,631,82,61,0.453163949,,
952,9,2406,501,71,64,2.911956878,,
952,52,2391,1324,50,83,0.826312329,,
952,5,2461,388,86,49,-0.106385484,,
952,73,208,1731,101,42,44.39254471,,
952,75,2544,1578,99,40,45.31710794,,
952,64,1768,1391,80,59,13.56497194,,
952,67,1833,1697,254,86,33.03235357,,
953,79,351,1142,235,108,23.80068339,,
953,12,3454,1882,179,96,0.752066901,,
953,65,2524,967,98,38,44.33130161,,
953,69,2107,946,87,39,48.15167979,,
953,6,2443,440,84,51,1.028680576,,
953,58,3040,924,198,95,34.52001219,,
953,4,2352,378,73,48,2.668359691,,
953,8,2499,627,75,62,0.359102602,,
953,10,2662,645,90,57,1.309668172,,
953,74,513,933,235,102,22.96698853,,
953,71,1426,1607,97,43,28.20925377,,
953,15,3607,620,118,44,0.975187683,,
953,66,1476,1091,242,105,35.12703627,,
953,7,2798,631,82,61,0.364970428,,
953,9,2406,501,72,63,2.513632814,,
953,52,2391,1324,50,83,0.740230629,,
953,5,2461,388,86,49,-0.096974939,,
953,73,194,1729,101,43,43.93267312,,
953,75,2528,1578,101,40,45.49468053,,
953,64,1764,1389,79,60,13.2227497,,
953,67,1824,1698,252,86,32.01646793,,
954,79,359,1142,237,108,23.79571038,,
954,12,3454,1882,179,96,0.622919182,,
954,65,2540,968,98,40,44.69472296,,
954,69,2122,947,86,39,47.54088209,,
954,80,3337,214,72,58,0,,
954,6,2443,440,84,52,0.867273033,,
954,58,3053,924,199,95,35.13964544,,
954,4,2353,378,73,48,2.726376341,,
954,8,2499,627,75,62,0.278934939,,
954,10,2663,645,90,57,1.616194995,,
954,74,521,933,236,102,22.99709832,,
954,71,1417,1607,96,42,28.00352061,,
954,15,3607,620,117,44,0.817149082,,
954,66,1488,1090,243,104,35.17812747,,
954,7,2798,630,82,60,0.764901926,,
954,9,2407,500,73,63,2.821174223,,
954,52,2391,1324,50,83,0.657394775,,
954,5,2461,388,86,49,-0.087682639,,
954,73,179,1726,100,44,44.06124469,,
954,75,2512,1578,100,41,45.65939622,,
954,64,1760,1387,77,59,12.93390797,,
954,67,1811,1698,252,87,32.97398192,,
955,79,368,1142,236,107,24.2633763,,
955,12,3454,1882,179,95,0.505828629,,
955,65,2555,968,100,41,44.53390032,,
955,69,2139,947,86,40,47.9172675,,
955,80,3337,214,72,58,0,,
955,6,2443,440,84,52,0.719626245,,
955,58,3065,924,198,94,35.21855466,,
955,4,2351,378,70,48,3.256599615,,
955,8,2499,627,75,62,0.207839661,,
955,10,2663,645,90,56,1.41242211,,
955,74,529,932,235,101,23.05656939,,
955,71,1407,1608,97,41,28.30814382,,
955,15,3607,619,116,44,1.152056859,,
955,66,1501,1089,242,104,35.69675312,,
955,7,2799,630,82,61,1.13072143,,
955,9,2406,500,71,63,2.898863567,,
955,52,2391,1324,50,84,0.578491913,,
955,5,2461,388,86,49,-0.078626098,,
955,73,164,1724,104,44,44.09726127,,
955,75,2497,1578,101,41,45.33194008,,
955,64,1756,1384,76,58,12.9467729,,
955,67,1801,1697,250,86,32.43301585,,
956,79,377,1142,235,107,24.68287173,,
956,12,3454,1882,179,95,0.400538245,,
956,65,2571,968,100,41,44.86610101,,
956,69,2155,947,87,40,47.77632443,,
956,80,3337,214,72,58,0,,
956,6,2443,440,84,52,0.585653433,,
956,58,3077,924,200,95,35.28056911,,
956,4,2351,377,69,48,3.258489043,,
956,8,2499,627,75,62,0.14537269,,
956,10,2663,645,90,56,1.221341965,,
956,74,537,931,235,103,23.11254794,,
956,71,1399,1609,95,41,27.62481524,,
956,15,3607,619,116,44,0.978838658,,
956,66,1513,1089,242,104,35.66630707,,
956,7,2798,630,82,61,1.462646821,,
956,9,2405,501,69,63,3.162389816,,
956,52,2391,1324,50,84,0.504038222,,
956,5,2461,388,86,49,-0.069900032,,
956,73,150,1722,102,44,43.65256121,,
956,75,2482,1578,101,40,45.03414702,,
956,64,1751,1380,79,58,13.6534511,,
956,67,1789,1697,251,86,32.86854079,,
957,79,384,1142,235,107,24.09780859,,
957,12,3454,1881,178,94,0.785660236,,
957,65,2587,969,97,40,45.18423496,,
957,69,2171,948,85,38,47.65622933,,
957,80,3337,214,72,57,0,,
957,6,2443,440,84,52,0.465080544,,
957,58,3089,924,199,94,35.32755311,,
957,4,2351,377,68,47,2.775970652,,
957,8,2499,627,75,62,0.091035802,,
957,10,2663,645,90,56,1.043683586,,
957,74,544,931,236,102,22.65596027,,
957,71,1388,1610,96,41,28.42172524,,
957,15,3607,619,117,45,0.819679103,,
957,66,1526,1089,240,104,36.10935119,,
957,7,2798,631,81,61,1.761359718,,
957,9,2404,501,68,62,3.198273108,,
957,52,2391,1324,51,84,0.434399415,,
957,5,2461,388,85,49,-0.061578709,,
957,73,134,1719,99,44,44.26820281,,
957,75,2466,1578,102,42,45.24452959,,
957,64,1746,1376,81,58,14.31756847,,
957,67,1779,1698,250,86,32.32905111,,
958,79,393,1142,236,107,24.51242671,,
958,12,3454,1881,178,93,0.659798848,,
958,65,2603,969,95,39,45.45735836,,
958,69,2190,949,89,39,48.97635493,,
958,80,3337,214,73,58,0,,
958,6,2443,440,83,53,0.35748109,,
958,58,3102,924,200,95,35.84028679,,
958,4,2350,377,66,47,2.810888282,,
958,8,2499,627,75,62,0.044292879,,
958,10,2663,645,89,56,0.879858287,,
958,74,553,930,234,101,23.22557953,,
958,71,1377,1610,98,41,29.12113235,,
958,15,3607,619,116,45,0.674612114,,
958,66,1539,1089,239,105,36.50541976,,
958,7,2798,631,81,60,1.548918309,,
958,9,2404,500,67,62,3.224046651,,
958,52,2391,1324,51,84,0.369810097,,
958,5,2461,388,85,49,-0.053718217,,
958,73,120,1718,99,43,43.75452212,,
958,75,2451,1578,102,41,44.96134522,,
958,64,1744,1373,83,60,13.59629579,,
958,67,1769,1698,249,87,31.80934029,,
959,79,401,1141,237,107,24.43471867,,
959,12,3454,1881,178,93,0.54491061,,
959,65,2618,970,98,39,45.23940964,,
959,69,2207,950,89,40,49.21781291,,
959,80,3337,213,72,59,1.745007013,,
959,6,2443,440,84,53,0.262307502,,
959,58,3114,924,199,95,35.81954932,,
959,4,2350,377,68,48,2.36256383,,
959,8,2499,626,75,62,0.483584898,,
959,10,2663,645,89,56,0.73000585,,
959,74,561,929,235,102,23.27224751,,
959,71,1368,1611,97,42,28.81707072,,
959,15,3607,619,116,45,0.543458321,,
959,66,1551,1089,239,105,36.37739937,,
959,7,2798,630,82,60,1.827584212,,
959,9,2403,500,66,62,3.240993125,,
959,52,2391,1324,51,84,0.310391867,,
959,5,2461,388,85,49,-0.04635863,,
959,73,105,1717,101,43,43.76084382,,
959,75,2435,1579,101,41,45.19996123,,
959,64,1740,1370,82,59,13.61597175,,
959,67,1759,1698,248,87,31.335565,,
960,79,409,1141,237,108,24.32594471,,
960,12,3454,1881,178,94,0.440884333,,
960,65,2634,971,97,39,45.51391473,,
960,69,2224,949,87,40,49.42522487,,
960,80,3337,214,72,58,2.633042391,,
960,6,2444,440,84,53,0.657919976,,
960,58,3127,924,200,95,36.26844678,,
960,4,2350,377,66,47,1.953144577,,
960,8,2498,626,75,62,0.886438424,,
960,10,2663,645,89,56,0.594037123,,
960,74,567,929,235,103,22.32652538,,
960,71,1357,1612,96,41,29.48023122,,
960,15,3607,619,117,44,0.42586278,,
960,66,1562,1088,240,104,35.79216069,,
960,7,2798,630,81,60,1.597416464,,
960,9,2403,500,66,62,2.77131351,,
960,52,2391,1324,50,84,0.256170108,,
960,5,2461,388,85,49,-0.039526046,,
960,73,89,1715,103,43,44.28921953,,
960,75,2419,1578,101,41,45.42136584,,
960,64,1735,1368,80,57,13.83087404,,
960,67,1746,1698,249,87,32.34415675,,
961,79,418,1141,236,108,24.69899299,,
961,12,3454,1881,179,94,0.347467016,,
961,65,2650,971,96,39,45.74572486,,
961,69,2239,950,87,41,48.6450038,,
961,80,3337,214,72,57,1.766967024,,
961,6,2443,440,84,52,1.021707548,,
961,58,3139,923,199,95,36.20798414,,
961,4,2351,377,67,48,2.061267881,,
961,8,2498,626,75,62,0.773907217,,
961,10,2663,645,89,56,0.47167298,,
961,74,576,928,235,103,22.92837433,,
961,71,1346,1612,95,41,30.05228258,,
961,15,3607,619,117,45,0.321329084,,
961,66,1574,1088,239,104,35.70708171,,
961,7,2798,630,81,60,1.381555457,,
961,9,2402,500,64,62,2.817027208,,
961,52,2391,1324,50,84,0.20708944,,
961,5,2461,388,85,49,-0.033234508,,
961,73,75,1713,101,42,43.82059973,,
961,75,2403,1578,101,41,45.61017199,,
961,64,1731,1367,79,58,13.43324386,,
961,67,1735,1698,252,88,32.31026214,,
962,79,426,1141,236,108,24.554006,,
962,12,3454,1881,178,93,0.264290898,,
962,65,2667,972,98,38,46.44513544,,
962,69,2257,950,88,40,49.34255473,,
962,80,3338,214,72,57,2.425920992,,
962,6,2443,440,83,52,0.874541069,,
962,58,3151,924,200,95,36.14074891,,
962,4,2351,377,67,48,1.685159132,,
962,8,2499,627,74,63,1.345884655,,
962,10,2663,645,89,56,0.362479679,,
962,74,584,928,234,103,22.97653093,,
962,71,1337,1613,97,41,29.62808462,,
962,15,3607,620,118,45,0.7082508,,
962,66,1586,1087,239,104,35.64479933,,
962,7,2798,631,81,60,1.659830905,,
962,9,2402,500,63,61,2.377632918,,
962,52,2391,1324,50,84,0.163027812,,
962,5,2461,388,85,49,-0.02748777,,
962,73,59,1712,103,43,44.29517717,,
962,75,2388,1578,100,41,45.30357037,,
962,64,1728,1366,81,58,12.61978188,,
962,67,1724,1698,250,87,32.2779581,,
963,79,434,1141,236,109,24.41440894,,
963,12,3454,1881,178,93,0.190897749,,
963,65,2681,972,96,38,45.62497748,,
963,69,2275,951,91,42,49.98418098,,
963,80,3338,214,72,57,1.744470958,,
963,81,3802,1530,74,93,0,,
963,6,2443,440,83,52,0.738686265,,
963,58,3164,923,200,95,36.54631881,,
963,4,2350,377,66,47,1.825064875,,
963,8,2498,627,74,63,1.666267789,,
963,10,2663,645,89,56,0.265900679,,
963,74,591,927,235,102,22.57660299,,
963,71,1327,1614,97,41,29.70207328,,
963,15,3607,620,118,44,0.585034121,,
963,66,1600,1087,239,103,36.52242239,,
963,7,2798,631,81,60,1.431809455,,
963,9,2402,500,63,61,1.975453146,,
963,52,2391,1324,50,84,0.12380927,,
963,5,2461,388,85,49,-0.022280943,,
963,73,47,1711,100,44,42.81604103,,
963,75,2372,1578,100,42,45.50262162,,
963,64,1725,1363,81,57,12.4073446,,
963,67,1714,1698,248,87,31.76845833,,
964,79,443,1140,236,109,24.78691324,,
964,12,3454,1881,178,93,0.126760504,,
964,65,2697,973,98,40,45.84121354,,
964,69,2291,952,87,42,49.60117583,,
964,80,3338,214,72,57,1.265174957,,
964,81,3795,1529,88,96,20.54473024,,
964,6,2443,440,83,52,0.614285304,,
964,58,3176,923,201,95,36.40888725,,
964,4,2350,377,67,47,1.478993344,,
964,8,2498,627,75,63,1.4733345,,
964,10,2663,645,89,56,0.181285038,,
964,74,598,926,235,103,22.21325257,,
964,71,1316,1616,96,40,30.29905694,,
964,15,3607,619,118,44,0.952458499,,
964,66,1612,1086,240,105,36.38036789,,
964,7,2798,631,81,60,1.220182692,,
964,9,2402,500,63,61,1.61029572,,
964,52,2391,1324,50,84,0.089215412,,
964,5,2461,388,85,49,-0.017601981,,
964,73,37,1710,86,46,40.51200227,,
964,75,2356,1578,100,41,45.68516671,,
964,64,1720,1360,81,59,12.9899129,,
964,67,1700,1698,249,87,33.21982089,,
965,79,451,1141,236,109,24.64585987,,
965,12,3455,1880,178,92,0.748711866,,
965,65,2714,974,99,39,46.51258989,,
965,69,2309,952,86,42,50.18136287,,
965,80,3338,214,73,56,0.91792983,,
965,81,3787,1532,104,97,24.94379632,,
965,6,2443,440,84,52,0.501288155,,
965,58,3189,923,201,95,36.75159474,,
965,4,2350,377,67,47,1.168034502,,
965,8,2499,627,75,63,1.769414434,,
965,10,2663,645,89,56,0.107912534,,
965,74,606,926,234,104,22.33077947,,
965,71,1307,1616,97,40,29.78688359,,
965,15,3608,620,119,44,1.48676094,,
965,66,1625,1086,239,103,36.7014949,,
965,7,2798,631,81,60,1.025373695,,
965,9,2403,500,65,62,1.760455254,,
965,52,2391,1324,50,84,0.058995587,,
965,5,2461,388,85,49,-0.01343304,,
965,73,30,1707,71,43,37.25526764,,
965,75,2341,1578,99,40,45.37222844,,
965,64,1714,1357,74,56,13.95575083,,
965,67,1690,1698,251,88,32.62790587,,
966,79,459,1141,235,109,24.48104502,,
966,12,3454,1881,178,92,1.31806114,,
966,65,2729,975,94,39,46.1629636,,
966,69,2326,953,90,43,50.23434243,,
966,80,3337,214,72,56,1.526411617,,
966,81,3778,1533,121,96,26.89513337,,
966,6,2443,440,84,52,0.399484935,,
966,58,3201,922,200,96,36.59528397,,
966,4,2351,377,70,48,1.369998167,,
966,8,2498,627,75,63,2.0336552,,
966,10,2663,645,89,56,0.045015671,,
966,74,613,925,236,104,21.99833174,,
966,71,1298,1617,94,40,29.33281393,,
966,15,3608,620,120,44,1.294587506,,
966,66,1637,1086,238,103,36.50796717,,
966,7,2798,631,81,61,0.847488085,,
966,9,2403,500,67,62,1.423903559,,
966,52,2391,1324,50,84,0.032875897,,
966,5,2461,388,85,49,-0.009751695,,
966,73,24,1704,56,40,33.87722245,,
966,75,2325,1578,99,41,45.56497303,,
966,64,1707,1355,73,55,15.11899408,,
966,67,1679,1698,252,88,32.56073634,,
967,79,468,1140,235,108,24.8314885,,
967,12,3454,1881,178,93,1.157657545,,
967,65,2745,976,96,39,46.31383321,,
967,69,2344,954,89,43,50.74750874,,
967,80,3338,214,72,56,1.984381366,,
967,81,3770,1535,137,98,25.78317106,,
967,6,2443,440,84,52,0.308535282,,
967,58,3214,922,201,96,36.90133149,,
967,4,2351,377,69,47,1.082486371,,
967,8,2499,627,75,63,2.267398093,,
967,10,2663,645,89,56,-0.008201234,,
967,74,621,925,234,104,22.14484703,,
967,71,1287,1618,95,40,29.86303374,,
967,15,3608,620,120,44,1.114936053,,
967,66,1649,1085,238,103,36.34326619,,
967,7,2798,630,81,61,1.165365542,,
967,9,2404,501,67,62,1.799120501,,
967,52,2391,1324,50,84,0.010567053,,
967,5,2461,388,85,49,-0.006532018,,
967,73,18,1703,42,37,30.54378233,,
967,75,2309,1578,98,40,45.74132958,,
967,64,1706,1353,79,56,13.76454262,,
967,67,1669,1698,252,88,32.01793683,,
968,79,476,1140,236,108,24.64152997,,
968,12,3454,1881,178,93,1.006569583,,
968,65,2760,977,98,39,45.96749784,,
968,69,2360,955,89,41,50.24591819,,
968,80,3338,214,71,56,1.572516159,,
968,81,3761,1534,155,98,26.62988884,,
968,6,2443,440,84,51,0.22799484,,
968,58,3227,922,201,97,37.17125956,,
968,4,2352,377,71,47,1.3053021,,
968,8,2499,627,75,63,1.993212483,,
968,10,2663,645,89,56,-0.052545688,,
968,74,629,924,234,105,22.31414202,,
968,71,1276,1619,95,40,30.34009242,,
968,15,3608,620,121,45,0.948395242,,
968,66,1662,1085,238,103,36.6460178,,
968,7,2798,630,81,61,0.977721514,,
968,9,2404,501,68,63,1.469419417,,
968,52,2392,1324,50,85,0.470772034,,
968,5,2461,388,85,49,-0.003745544,,
968,75,2294,1578,99,41,45.4223928,,
968,64,1704,1352,81,58,12.52595124,,
968,67,1657,1698,252,88,32.47979701,,
969,79,485,1140,235,109,24.94206727,,
969,12,3454,1881,178,93,0.865492198,,
969,65,2776,977,96,39,46.109044,,
969,69,2378,957,93,41,50.77057742,,
969,80,3337,215,72,56,2.262131602,,
969,81,3753,1535,172,98,25.50732311,,
969,6,2443,440,85,52,0.157338901,,
969,58,3239,922,201,95,36.92802867,,
969,4,2353,378,73,48,1.713576309,,
969,8,2498,627,75,63,2.213739557,,
969,10,2662,645,89,57,0.39017769,,
969,74,636,923,235,105,21.99804564,,
969,71,1265,1619,96,40,30.74397297,,
969,15,3608,620,121,45,0.795263684,,
969,66,1675,1085,238,102,36.91695508,,
969,7,2798,630,82,61,0.80652494,,
969,9,2405,500,70,63,1.849689515,,
969,52,2392,1324,49,85,0.412287351,,
969,5,2461,388,85,49,-0.001362102,,
969,75,2278,1578,98,41,45.60938586,,
969,64,1702,1348,80,57,12.47350092,,
969,67,1646,1699,249,89,32.44487983,,
970,79,493,1140,235,108,24.73293363,,
970,12,3454,1881,179,93,0.734858502,,
970,65,2793,978,95,39,46.72767958,,
970,69,2396,957,93,41,51.18509746,,
970,80,3337,215,72,56,1.843712301,,
970,81,3745,1536,188,99,24.83231377,,
970,6,2443,440,85,52,0.095983357,,
970,58,3252,922,201,95,37.17468393,,
970,4,2353,378,73,48,1.412757042,,
970,8,2499,627,75,63,2.408303227,,
970,10,2663,645,90,57,0.797275027,,
970,74,644,922,234,105,22.18804894,,
970,71,1254,1620,96,40,31.12226528,,
970,15,3608,620,120,45,0.655593245,,
970,66,1687,1084,238,102,36.69823952,,
970,7,2798,630,82,61,0.651594313,,
970,9,2405,501,70,63,2.00246611,,
970,52,2392,1324,49,85,0.357343764,,
970,5,2461,388,86,49,0.000649457,,
970,75,2263,1578,98,40,45.30128119,,
970,64,1701,1345,79,55,11.81039788,,
970,67,1634,1698,251,89,32.88888137,,
971,79,501,1140,235,108,24.53709903,,
971,12,3454,1881,179,93,0.614876452,,
971,65,2809,979,97,38,46.8088216,,
971,69,2410,958,88,41,49.65086664,,
971,80,3338,215,73,56,2.151229803,,
971,81,3736,1536,203,96,25.53900095,,
971,6,2443,440,85,52,0.04330308,,
971,58,3265,922,202,95,37.39095787,,
971,4,2352,377,70,48,1.817994468,,
971,8,2499,627,75,63,2.099304632,,
971,10,2663,645,89,56,0.689603926,,
971,74,651,921,233,106,21.89111392,,
971,71,1245,1621,96,41,30.50062092,,
971,15,3608,620,120,45,0.529228855,,
971,66,1700,1083,238,103,36.96902323,,
971,7,2798,630,81,61,0.512538229,,
971,9,2405,501,70,64,1.664534062,,
971,52,2391,1324,49,85,0.785169622,,
971,5,2461,388,85,49,0.00232064,,
971,75,2246,1578,97,40,45.97811097,,
971,64,1699,1343,79,55,11.05811298,,
971,67,1622,1698,249,89,33.27214763,,
972,79,510,1140,235,108,24.83426439,,
972,12,3455,1881,178,94,0.98456367,,
972,65,2824,979,97,38,46.38098072,,
972,69,2427,959,86,41,49.67369027,,
972,80,3337,214,73,57,2.6600645,,
972,81,3723,1536,211,95,30.40331891,,
972,6,2443,440,84,51,-0.001352125,,
972,58,3278,922,202,95,37.57865903,,
972,4,2351,377,70,47,1.992099648,,
972,8,2499,627,75,63,1.810179179,,
972,10,2663,645,89,57,0.589475263,,
972,74,659,920,234,107,22.09870352,,
972,71,1233,1622,97,40,31.3508081,,
972,15,3608,619,120,44,0.89484569,,
972,66,1713,1083,236,103,37.19174176,,
972,7,2798,630,81,61,0.388795674,,
972,9,2406,501,71,64,1.836642307,,
972,52,2391,1324,49,85,0.694996639,,
972,5,2461,388,85,49,0.003682791,,
972,75,2231,1578,97,40,45.63778445,,
972,64,1695,1341,80,57,11.17532037,,
972,67,1611,1698,249,89,33.13815484,,
973,79,519,1139,234,108,25.12943428,,
973,12,3455,1882,178,94,1.321874967,,
973,65,2840,980,98,39,46.47780435,,
973,69,2446,960,89,42,50.64822546,,
