Frm,Track,xc,yc,w,h,Velocity(kmph),,
1874,7,2807,636,81,63,0.069468072,,
1874,9,2419,515,81,72,2.194913441,,
1874,140,1923,951,91,36,41.60805718,,
1874,5,2469,397,87,50,0.093363785,,
1874,151,2190,298,27,33,6.901800293,,
1874,116,620,1424,144,73,23.66721648,,
1874,143,1067,912,228,101,37.53365312,,
1874,150,3537,1711,331,122,41.09745528,,
1875,12,3474,1880,174,81,3.507668323,,
1875,132,3533,870,216,102,37.78440263,,
1875,125,2590,872,88,39,28.84977009,,
1875,147,618,1055,90,37,32.12623866,,
1875,6,2454,449,86,52,0.590023868,,
1875,103,2589,675,46,79,0.36501025,,
1875,137,1631,1111,394,146,30.2706079,,
1875,149,119,943,237,107,10.16436908,,
1875,131,2643,932,95,39,35.73133231,,
1875,4,2369,386,83,46,1.866962797,,
1875,141,1128,1068,205,94,20.72279651,,
1875,8,2505,635,76,66,0.779420914,,
1875,10,2673,652,87,55,1.192747985,,
1875,146,2756,1661,203,102,39.07840406,,
1875,15,3617,623,114,48,2.219471767,,
1875,148,1300,773,59,40,5.55576583,,
1875,142,2174,338,25,42,6.868687903,,
1875,7,2807,636,81,62,0.014696904,,
1875,9,2419,516,81,73,2.297069722,,
1875,140,1938,952,90,36,42.08596726,,
1875,5,2469,397,87,50,0.038090495,,
1875,151,2189,297,29,36,6.474071794,,
1875,116,612,1425,144,73,23.71735727,,
1875,143,1080,912,228,101,37.72133443,,
1875,150,3525,1711,329,123,40.99954689,,
1876,12,3474,1879,174,79,3.423127551,,
1876,132,3546,869,217,102,37.96197877,,
1876,125,2600,873,89,39,28.97037759,,
1876,147,630,1053,94,39,32.76333021,,
1876,6,2454,449,86,52,0.508378289,,
1876,103,2589,674,46,79,0.744436366,,
1876,137,1639,1111,391,147,29.21315206,,
1876,149,123,942,243,107,10.52520938,,
1876,131,2655,932,95,39,35.66467022,,
1876,4,2369,387,82,46,2.08273253,,
1876,141,1135,1068,205,94,20.65357596,,
1876,8,2505,635,76,66,0.610936755,,
1876,10,2673,652,86,55,1.042823682,,
1876,146,2743,1662,203,102,38.85453013,,
1876,15,3617,623,114,48,1.862205154,,
1876,148,1303,768,47,38,7.935884584,,
1876,142,2175,339,26,41,6.512207606,,
1876,7,2807,636,81,62,-0.031283712,,
1876,9,2420,516,82,74,2.391500575,,
1876,140,1952,952,91,36,42.01541964,,
1876,5,2469,397,87,50,-0.00865447,,
1876,151,2188,296,30,37,6.093389219,,
1876,116,604,1425,143,73,23.72597894,,
1876,143,1094,911,228,102,38.37636184,,
1876,150,3511,1713,328,124,41.91622171,,
1877,12,3474,1879,174,79,2.865965858,,
1877,132,3559,869,216,104,38.09218247,,
1877,125,2609,872,89,38,28.59924299,,
1877,147,642,1052,95,40,33.27562609,,
1877,6,2454,449,85,51,0.432666338,,
1877,103,2589,674,47,79,0.614423401,,
1877,137,1650,1110,394,145,29.70119836,,
1877,149,127,942,247,107,10.78633885,,
1877,131,2667,931,96,39,35.61840117,,
1877,4,2369,386,82,45,2.275252141,,
1877,141,1143,1068,205,94,21.07084137,,
1877,8,2505,635,77,64,0.461155288,,
1877,10,2673,652,86,54,0.902184236,,
1877,146,2730,1663,203,103,38.65454313,,
1877,15,3617,623,113,48,1.536244053,,
1877,148,1300,768,53,38,8.133311684,,
1877,142,2175,339,26,40,5.501670684,,
1877,7,2807,637,81,61,0.409759189,,
1877,9,2420,516,81,74,1.99908376,,
1877,140,1966,952,90,36,41.9382378,,
1877,5,2469,396,88,50,0.431416243,,
1877,151,2187,295,32,38,5.754473709,,
1877,116,596,1425,143,73,23.726931,,
1877,143,1107,910,227,102,38.48291113,,
1877,150,3499,1715,328,124,41.68546682,,
1878,12,3474,1879,174,79,2.358188034,,
1878,132,3572,869,216,104,38.19763228,,
1878,125,2619,872,89,38,28.70884249,,
1878,147,653,1051,95,39,33.25289881,,
1878,6,2454,449,85,51,0.363028154,,
1878,103,2589,674,47,79,0.496735113,,
1878,137,1660,1109,393,147,29.66856596,,
1878,149,132,942,250,109,11.5005929,,
1878,131,2679,931,94,39,35.55179151,,
1878,4,2369,386,83,45,1.966506695,,
1878,141,1150,1068,206,96,20.97336894,,
1878,8,2505,635,76,64,0.329208491,,
1878,10,2674,652,86,54,1.250376513,,
1878,146,2716,1663,202,103,38.93806796,,
1878,15,3617,623,113,47,1.241244634,,
1878,148,1305,762,44,32,11.19138752,,
1878,142,2176,340,27,39,5.253637083,,
1878,7,2807,637,81,61,0.336162927,,
1878,9,2419,516,80,74,2.12073633,,
1878,140,1981,953,91,36,42.3516002,,
1878,5,2469,396,88,50,0.356688464,,
1878,151,2186,294,32,37,5.453055728,,
1878,116,588,1426,142,73,23.7512822,,
1878,143,1120,910,228,101,38.54609031,,
1878,150,3486,1716,328,124,41.84033267,,
1879,12,3473,1879,173,79,2.378157932,,
1879,132,3586,869,217,103,38.7598456,,
1879,125,2629,871,89,38,28.83047602,,
1879,147,664,1049,94,41,33.28264579,,
1879,6,2454,448,85,51,0.778492173,,
1879,103,2590,674,48,79,0.870080186,,
1879,137,1671,1108,394,146,30.11230137,,
1879,149,138,941,250,108,12.66263497,,
1879,131,2692,931,96,39,35.96630704,,
1879,4,2369,386,84,45,1.679550091,,
1879,141,1157,1069,205,95,20.91735571,,
1879,8,2505,635,76,64,0.214108219,,
1879,10,2674,652,86,54,1.086809014,,
1879,146,2702,1663,202,102,39.20208857,,
1879,15,3618,623,113,46,1.455464123,,
1879,148,1308,759,39,30,11.6917041,,
1879,142,2176,340,29,38,4.352262959,,
1879,7,2807,637,81,60,0.269714884,,
1879,9,2418,516,77,73,2.234056295,,
1879,140,1995,953,91,37,42.22320462,,
1879,5,2469,396,88,50,0.288992455,,
1879,151,2185,293,32,41,5.185616738,,
1879,116,580,1427,144,74,23.7676769,,
1879,143,1133,909,227,100,38.60724356,,
1879,150,3473,1717,325,124,41.91680572,,
1880,12,3474,1878,174,78,2.601131515,,
1880,132,3599,869,216,103,38.78035009,,
1880,125,2639,871,88,38,28.91473208,,
1880,147,675,1051,93,39,33.29692945,,
1880,6,2454,449,85,51,1.157089551,,
1880,103,2590,674,48,79,0.733134327,,
1880,137,1681,1108,393,148,30.01269528,,
1880,149,144,940,251,107,13.70464504,,
1880,131,2705,931,96,39,36.34064691,,
1880,4,2370,386,83,45,1.894029494,,
1880,141,1164,1069,204,95,20.83177722,,
1880,8,2505,635,76,64,0.114780525,,
1880,10,2674,652,85,54,0.934121702,,
1880,146,2689,1664,202,102,38.98531556,,
1880,15,3618,622,113,45,1.655933837,,
1880,148,1308,757,38,32,10.83804438,,
1880,142,2177,340,29,37,4.013972873,,
1880,7,2807,636,81,60,0.689219781,,
1880,9,2416,514,73,70,3.214561889,,
1880,140,2009,954,91,36,42.11171082,,
1880,5,2469,396,88,50,0.228169615,,
1880,151,2183,290,33,36,6.028343724,,
1880,116,571,1427,144,74,24.22636126,,
1880,143,1146,909,227,101,38.63065957,,
1880,150,3460,1718,323,124,41.92622454,,
1881,12,3474,1877,176,76,2.611403541,,
1881,132,3612,868,215,104,38.80239376,,
1881,125,2649,871,88,38,28.98826482,,
1881,147,686,1048,95,40,33.40414704,,
1881,6,2454,449,85,51,1.020301975,,
1881,103,2590,674,49,79,0.607903568,,
1881,137,1691,1108,391,148,29.91641912,,
1881,149,150,939,250,106,14.63237065,,
1881,131,2719,930,96,39,37.17198687,,
1881,4,2369,385,83,44,2.286660948,,
1881,141,1171,1069,205,96,20.75374738,,
1881,8,2505,634,76,65,0.509096463,,
1881,10,2674,652,85,54,0.792775802,,
1881,146,2675,1664,202,101,39.24993946,,
1881,15,3617,622,113,46,1.841960184,,
1881,148,1306,754,40,37,10.96937267,,
1881,142,2178,341,27,35,3.913492147,,
1881,7,2808,636,81,60,1.072509311,,
1881,9,2414,512,69,66,4.107870055,,
1881,140,2023,955,92,36,42.00042849,,
1881,5,2469,396,87,50,0.173986124,,
1881,151,2183,289,32,37,5.515772006,,
1881,116,563,1428,142,74,24.18973933,,
1881,143,1160,908,227,103,39.13503259,,
1881,150,3447,1719,321,125,41.87890618,,
1882,12,3474,1876,176,75,2.62442758,,
1882,132,3625,868,216,105,38.79025545,,
1882,125,2659,870,88,37,29.07564435,,
1882,147,697,1048,95,40,33.29842302,,
1882,6,2453,449,85,50,1.369971723,,
1882,103,2590,673,50,79,0.973308007,,
1882,137,1702,1109,387,148,30.32507315,,
1882,149,157,939,249,106,15.89242122,,
1882,131,2732,930,94,39,37.42520946,,
1882,4,2369,385,84,44,1.964324608,,
1882,141,1178,1070,205,95,20.71721643,,
1882,8,2506,634,75,65,0.873994249,,
1882,10,2674,652,84,54,0.662989528,,
1882,146,2662,1665,201,103,39.03296532,,
1882,15,3618,622,115,47,2.01317652,,
1882,148,1304,752,42,40,10.65463384,,
1882,142,2180,343,25,33,4.509977325,,
1882,7,2808,636,81,60,0.940888898,,
1882,9,2414,511,69,64,4.039335715,,
1882,140,2038,955,90,36,42.35287852,,
1882,5,2469,395,87,50,0.605149616,,
1882,151,2182,286,33,37,6.104910946,,
1882,116,555,1428,143,74,24.11890399,,
1882,143,1172,907,226,102,38.62704762,,
1882,150,3436,1720,321,124,40.82175376,,
1883,12,3474,1876,174,75,2.160558234,,
1883,132,3639,867,217,106,39.26256878,,
1883,125,2668,870,89,37,28.64866508,,
1883,147,708,1046,94,41,33.27792698,,
1883,6,2453,449,85,50,1.205875989,,
1883,103,2590,673,50,79,0.828205869,,
1883,137,1712,1108,389,148,30.21690924,,
1883,149,163,939,249,105,16.53040063,,
1883,131,2744,929,94,40,37.18420117,,
1883,4,2369,385,84,45,1.666044308,,
1883,141,1185,1070,205,95,20.65086622,,
1883,8,2507,634,75,65,1.208933441,,
1883,10,2674,652,84,55,0.544774827,,
1883,146,2648,1666,202,103,39.31380418,,
1883,15,3618,622,115,46,1.690493918,,
1883,152,719,1166,97,37,0,,
1883,148,1302,751,44,40,10.056893,,
1883,142,2181,344,24,31,4.385914761,,
1883,7,2808,636,81,60,0.817045683,,
1883,9,2415,511,70,65,3.965466656,,
1883,140,2052,956,91,35,42.20517379,,
1883,5,2469,395,87,50,0.520418733,,
1883,151,2181,284,33,37,6.190720754,,
1883,116,545,1428,144,75,25.00567616,,
1883,143,1186,907,227,102,39.08830848,,
1883,150,3423,1722,317,123,40.83136935,,
1884,12,3474,1876,174,74,1.741127851,,
1884,132,3652,866,217,107,39.20338955,,
1884,125,2678,870,90,37,28.73502696,,
1884,147,718,1046,93,40,32.6848989,,
1884,6,2453,449,85,50,1.050992365,,
1884,103,2591,673,50,80,1.173759727,,
1884,137,1722,1108,386,145,30.08872341,,
1884,149,170,938,248,104,17.59093548,,
1884,131,2755,929,93,39,36.45279788,,
1884,4,2369,385,83,45,1.392260408,,
1884,141,1193,1070,206,96,21.07056988,,
1884,8,2507,634,75,65,1.034903175,,
1884,10,2674,652,84,55,0.437971129,,
1884,146,2633,1666,201,103,40.03348957,,
1884,15,3618,622,116,46,1.395960332,,
1884,153,3349,215,73,61,0,,
1884,152,730,1165,96,37,32.09189454,,
1884,148,1301,751,45,44,8.884226839,,
1884,142,2184,344,24,28,5.037916601,,
1884,7,2808,636,81,60,0.701526042,,
1884,9,2414,510,69,63,4.086637599,,
1884,140,2066,957,91,35,42.06225789,,
1884,5,2469,395,87,50,0.441951394,,
1884,151,2180,281,32,36,6.71416335,,
1884,116,537,1429,145,74,24.87918642,,
1884,143,1199,907,226,102,39.01962098,,
1884,150,3410,1725,318,125,40.89387388,,
1885,12,3473,1875,177,73,2.042419967,,
1885,132,3666,866,217,107,39.59647606,,
1885,125,2688,869,88,37,28.83685839,,
1885,147,730,1045,93,40,33.11491177,,
1885,6,2453,448,84,50,1.385089627,,
1885,103,2591,673,50,79,1.009116965,,
1885,137,1731,1107,388,146,29.51497557,,
1885,149,176,938,248,102,18.00737388,,
1885,131,2768,929,95,40,36.73463539,,
1885,4,2370,385,83,45,1.621980658,,
1885,141,1199,1071,206,96,20.53578118,,
1885,8,2507,634,75,65,0.874238757,,
1885,10,2675,651,84,55,1.019685595,,
1885,146,2620,1666,201,104,39.73072684,,
1885,15,3618,622,116,47,1.129287805,,
1885,153,3349,214,74,61,2.905463614,,
1885,152,741,1165,96,37,32.19591941,,
1885,148,1298,753,50,40,9.165617414,,
1885,142,2185,344,24,26,4.67923316,,
1885,7,2807,635,80,60,1.272073334,,
1885,9,2414,510,68,62,3.510952558,,
1885,140,2081,957,91,35,42.38736522,,
1885,5,2469,395,87,49,0.369874095,,
1885,151,2180,280,32,37,6.144906422,,
1885,116,529,1429,146,75,24.72310024,,
1885,143,1213,907,227,103,39.42421864,,
1885,150,3397,1725,318,126,40.75247612,,
1886,12,3474,1876,176,75,2.324774557,,
1886,132,3679,866,217,106,39.46333559,,
1886,125,2699,869,90,37,29.38347561,,
1886,147,741,1045,92,40,33.00414661,,
1886,6,2453,448,84,51,1.207759494,,
1886,103,2591,673,50,80,0.856676334,,
1886,137,1741,1107,390,146,29.44178464,,
1886,149,183,937,246,102,18.86095446,,
1886,131,2780,929,92,40,36.50779091,,
1886,4,2370,385,83,45,1.353946841,,
1886,141,1207,1072,205,95,20.99557877,,
1886,8,2508,634,75,65,1.206111082,,
1886,10,2675,651,84,55,0.874011529,,
1886,146,2606,1666,200,102,39.92926236,,
1886,15,3618,622,115,47,0.889825087,,
1886,153,3349,215,74,61,2.926727692,,
1886,152,752,1164,93,37,32.23354505,,
1886,148,1298,750,40,42,9.111723039,,
1886,142,2186,345,24,24,4.551907409,,
1886,7,2807,635,80,60,1.113348564,,
1886,9,2414,510,68,63,2.978191008,,
1886,140,2097,958,91,36,43.17217651,,
1886,5,2469,395,87,50,0.304198346,,
1886,151,2178,279,31,38,6.217607038,,
1886,116,520,1429,145,74,25.05073496,,
1886,143,1227,906,226,102,39.79932149,,
1886,150,3385,1728,320,129,40.28960829,,
1887,12,3475,1877,175,76,2.587144247,,
1887,132,3693,866,218,106,39.80753964,,
1887,125,2708,869,88,37,28.9213543,,
1887,147,751,1043,87,39,32.51324305,,
1887,6,2453,448,84,50,1.041790118,,
1887,103,2591,673,50,80,0.716678028,,
1887,137,1751,1107,384,146,29.3759944,,
1887,149,190,936,245,101,19.59961522,,
1887,131,2793,928,93,40,36.79272769,,
1887,4,2370,385,83,45,1.110035414,,
1887,141,1213,1072,205,95,20.42860378,,
1887,8,2508,633,74,66,1.50856076,,
1887,10,2675,651,84,56,0.739411514,,
1887,146,2592,1667,199,102,40.12474628,,
1887,15,3618,622,114,47,0.676626978,,
1887,153,3348,214,75,60,3.923571034,,
1887,148,1298,746,34,44,9.558786609,,
1887,142,2187,345,24,24,4.240734379,,
1887,7,2807,635,80,60,0.964316419,,
1887,9,2413,510,65,62,2.968147457,,
1887,140,2110,959,90,35,42.44628109,,
1887,5,2469,395,87,49,0.244839412,,
1887,151,2177,278,31,38,5.887808999,,
1887,143,1241,905,226,102,40.1286972,,
1887,150,3373,1731,320,130,39.84062566,,
1888,12,3474,1877,176,76,2.63053981,,
1888,132,3707,866,217,104,40.10944545,,
1888,125,2718,869,89,37,28.97433407,,
1888,147,762,1044,85,39,32.46753818,,
1888,6,2453,448,84,50,0.887759462,,
1888,103,2591,673,50,80,0.589139351,,
1888,137,1763,1106,387,146,30.29528304,,
1888,149,197,936,244,100,20.19734275,,
1888,131,2805,929,92,40,36.57079323,,
1888,4,2370,385,83,46,0.889874474,,
1888,141,1221,1072,205,95,20.86935659,,
1888,8,2508,633,74,66,1.302967659,,
1888,10,2675,651,84,56,0.616048301,,
1888,146,2578,1668,201,102,40.29924504,,
1888,15,3618,621,115,47,0.967517459,,
1888,153,3348,214,75,60,1.36822561,,
1888,148,1298,742,32,42,9.95812981,,
1888,142,2188,346,25,24,4.159569009,,
1888,7,2807,635,80,61,0.825579546,,
1888,9,2411,509,63,60,3.55101636,,
1888,140,2125,960,90,35,42.72944591,,
1888,5,2469,395,86,49,0.191633386,,
1888,151,2175,277,31,38,5.981042689,,
1888,143,1254,905,225,101,39.91892463,,
1888,150,3361,1732,319,129,39.25246186,,
1889,12,3473,1876,177,74,2.86936679,,
1889,132,3721,866,218,105,40.37155916,,
1889,125,2728,868,89,37,29.04474592,,
1889,147,773,1042,83,39,32.48965088,,
1889,6,2453,448,85,50,0.745974473,,
1889,103,2591,673,50,80,0.473891118,,
1889,137,1773,1106,385,147,30.1559007,,
1889,149,204,936,244,100,20.69953318,,
1889,131,2818,928,95,40,36.84076585,,
1889,4,2369,385,83,45,1.171804082,,
1889,141,1228,1072,205,95,20.79447873,,
1889,8,2508,633,74,67,1.1119799,,
1889,10,2675,651,84,56,0.503892257,,
1889,146,2564,1668,200,102,40.43655232,,
1889,15,3618,621,114,47,0.760240603,,
1889,153,3347,214,74,60,1.996103902,,
1889,148,1297,741,34,41,9.048586943,,
1889,142,2188,347,25,24,3.892747975,,
1889,7,2807,635,81,60,0.697489742,,
1889,9,2411,509,62,61,3.010611376,,
1889,140,2140,960,89,35,42.96569561,,
1889,5,2469,395,86,49,0.144352629,,
1889,151,2175,275,30,38,5.953465568,,
1889,143,1268,905,226,101,40.19238381,,
1889,150,3348,1735,318,130,39.32293284,,
1890,12,3473,1876,176,74,2.40993068,,
1890,132,3733,866,214,104,39.63855956,,
1890,125,2738,868,89,37,29.0830456,,
1890,147,783,1038,57,39,32.31284581,,
1890,6,2453,448,85,50,0.616511129,,
1890,103,2591,673,50,80,0.370610814,,
1890,137,1784,1106,384,146,30.50327968,,
1890,149,211,935,244,100,21.14856317,,
1890,131,2831,929,94,39,37.08309301,,
1890,4,2369,385,83,45,0.954028965,,
1890,141,1235,1073,205,93,20.75998107,,
1890,8,2508,633,74,67,0.93601062,,
1890,10,2675,651,84,56,0.402753437,,
1890,146,2550,1669,200,102,40.57340001,,
1890,15,3618,622,113,46,1.054846188,,
1890,153,3347,214,75,60,0.815176268,,
1890,152,797,1162,94,36,32.67727435,,
1890,148,1297,740,35,38,8.021525036,,
1890,142,2190,349,28,26,4.531179416,,
1890,7,2808,635,81,61,1.059184884,,
1890,9,2412,510,64,62,3.192112168,,
1890,140,2154,961,90,35,42.71186739,,
1890,5,2469,395,86,49,0.102719603,,
1890,151,2174,274,30,37,5.647651059,,
1890,143,1282,905,226,102,40.42950653,,
1890,150,3337,1736,317,130,38.27421091,,
1891,12,3474,1876,177,75,2.469529807,,
1891,132,3742,866,204,106,37.52003466,,
1891,125,2748,868,89,38,29.11569873,,
1891,147,798,1039,81,39,34.19320548,,
1891,6,2453,448,85,50,0.499251306,,
1891,103,2591,673,50,80,0.278852567,,
1891,137,1794,1106,384,146,30.33718094,,
1891,149,218,935,242,101,21.48147722,,
1891,131,2844,928,95,39,37.29874935,,
1891,4,2369,385,83,46,0.758005597,,
1891,141,1242,1072,205,93,20.728741,,
1891,8,2508,633,74,68,0.775183654,,
1891,10,2675,651,85,56,0.31231075,,
1891,146,2535,1669,199,102,41.15420812,,
1891,15,3618,621,114,47,1.328387196,,
1891,153,3348,214,74,61,1.504865425,,
1891,152,809,1160,94,35,34.4417342,,
1891,148,1297,738,33,36,7.5784007,,
1891,142,2192,351,29,28,5.119262027,,
1891,7,2808,635,81,61,0.909717694,,
1891,9,2411,510,64,63,3.159021086,,
1891,140,2169,961,90,36,42.93472734,,
1891,5,2469,394,86,49,0.545420032,,
1891,151,2173,272,31,38,5.76370924,,
1891,143,1296,904,225,102,40.64985878,,
1891,150,3325,1738,318,131,37.84504141,,
1892,12,3475,1876,176,76,2.525860156,,
1892,132,3749,866,191,105,34.62526815,,
1892,125,2757,867,88,38,28.69068128,,
1892,147,811,1038,88,38,34.95019727,,
1892,6,2454,448,85,49,0.872917296,,
1892,103,2591,673,50,80,0.198074002,,
1892,137,1806,1105,383,146,31.15848984,,
1892,149,225,935,242,101,21.74348151,,
1892,131,2857,927,94,40,37.48894231,,
1892,4,2369,385,83,47,0.583046102,,
1892,141,1249,1072,205,93,20.66664172,,
1892,8,2509,633,74,67,1.10838015,,
1892,10,2674,651,85,56,0.711139118,,
1892,146,2522,1669,198,102,40.71888869,,
1892,15,3618,621,114,47,1.10129509,,
1892,153,3348,214,74,60,0.732808161,,
1892,152,820,1159,95,36,33.62306587,,
1892,148,1294,738,35,36,7.666904326,,
1892,142,2192,353,30,29,5.259790573,,
1892,7,2808,635,81,61,0.771422058,,
1892,9,2413,511,67,65,3.71981933,,
1892,140,2183,961,91,36,42.65308237,,
1892,5,2469,394,86,49,0.47120919,,
1892,151,2172,271,32,39,5.47773139,,
1892,143,1310,904,225,102,40.82031115,,
1892,150,3313,1740,318,131,37.45093591,,
1893,12,3475,1877,178,78,2.578629019,,
1893,132,3756,866,176,107,31.9967196,,
1893,125,2768,867,88,38,29.23291216,,
1893,147,823,1037,90,37,35.14984408,,
1893,6,2454,448,85,49,0.736197762,,
1893,103,2591,672,49,81,0.606660971,,
1893,137,1816,1105,383,146,30.92451769,,
1893,149,231,934,242,101,21.50272311,,
1893,131,2870,926,95,39,37.65505608,,
1893,4,2370,385,83,46,0.907266123,,
1893,141,1256,1072,204,93,20.61066386,,
1893,8,2509,633,75,67,0.934375847,,
1893,10,2673,650,85,56,1.275237976,,
1893,146,2509,1669,198,102,40.31310078,,
1893,15,3619,621,115,47,1.374317206,,
1893,153,3349,215,75,58,1.794842337,,
1893,152,831,1158,93,36,33.13171001,,
1893,148,1293,736,33,34,7.388009408,,
1893,142,2193,354,30,30,5.104954262,,
1893,7,2808,634,82,61,1.123500028,,
1893,9,2414,509,69,63,4.229563708,,
1893,140,2199,962,91,35,43.36307565,,
1893,5,2470,394,86,49,0.881258031,,
1893,151,2171,269,32,40,5.612738061,,
1893,143,1325,904,225,101,41.44111237,,
1893,150,3301,1741,317,133,37.03252559,,
1894,12,3475,1878,178,79,2.627644317,,
1894,132,3762,864,163,108,29.30581319,,
1894,125,2777,867,88,37,28.76934501,,
1894,147,835,1036,90,36,35.31553911,,
1894,6,2454,448,86,48,0.611110956,,
1894,103,2591,672,49,81,0.503044021,,
1894,137,1827,1105,382,146,31.18153347,,
1894,149,238,934,242,101,21.68538371,,
1894,131,2882,926,95,39,37.30120534,,
1894,4,2370,385,83,46,0.728725786,,
1894,141,1263,1072,203,94,20.56062581,,
1894,8,2509,633,76,67,0.775214811,,
1894,10,2673,649,85,57,1.590079442,,
1894,146,2494,1670,197,102,40.91191968,,
1894,15,3619,621,114,47,1.146114571,,
1894,153,3349,215,75,59,1.106283598,,
1894,152,842,1158,93,34,32.76271791,,
1894,148,1293,732,33,32,7.990945762,,
1894,142,2193,355,31,30,4.762643365,,
1894,7,2808,634,82,60,0.965049267,,
1894,9,2415,509,71,62,4.097059247,,
1894,140,2214,962,90,35,43.51145822,,
1894,5,2470,394,86,49,0.774815217,,
1894,151,2171,269,31,42,4.666975239,,
1894,143,1338,903,225,101,41.05337654,,
1894,150,3290,1742,316,132,36.17652747,,
1895,12,3474,1879,179,82,2.871209537,,
1895,132,3769,865,148,102,27.25458653,,
1895,125,2787,867,89,37,28.82335722,,
1895,147,845,1035,88,34,34.49638716,,
1895,6,2454,447,86,49,0.976588401,,
1895,103,2591,672,49,81,0.409052536,,
1895,137,1836,1104,383,146,30.47746363,,
1895,149,246,933,241,101,22.32800846,,
1895,131,2894,925,95,39,36.99085496,,
1895,4,2370,385,83,46,0.568805779,,
1895,141,1270,1072,203,94,20.5162883,,
1895,8,2509,633,76,67,0.63080195,,
1895,10,2673,649,85,57,1.39363877,,
1895,146,2480,1670,198,101,40.95970173,,
1895,15,3618,621,114,48,1.417548184,,
1895,153,3349,215,75,59,0.619405425,,
1895,152,852,1156,93,35,31.63252709,,
1895,148,1293,731,32,32,7.106395119,,
1895,142,2194,356,31,29,4.647768282,,
1895,7,2808,634,82,60,0.818431877,,
1895,9,2418,509,77,63,4.926890947,,
1895,140,2229,962,90,34,43.63808407,,
1895,5,2470,394,86,49,0.674456905,,
1895,151,2170,268,31,42,4.485857091,,
1895,143,1353,902,226,101,41.63962051,,
1895,150,3277,1743,315,132,36.35763095,,
1896,12,3475,1882,178,89,3.930439028,,
1896,132,3776,866,132,100,25.44254552,,
1896,125,2797,867,89,37,28.87296652,,
1896,147,856,1035,86,33,34.19006157,,
1896,6,2455,447,86,49,1.310499775,,
1896,103,2590,672,48,81,0.803489816,,
1896,137,1847,1104,381,144,30.76019689,,
1896,149,251,932,241,101,21.46169516,,
1896,131,2906,925,95,39,36.68336358,,
1896,4,2369,384,83,46,1.104210574,,
1896,141,1277,1073,204,93,20.51140889,,
1896,8,2508,633,76,67,0.979841301,,
1896,10,2672,648,85,58,1.886371416,,
1896,146,2465,1670,197,101,41.47595141,,
1896,15,3618,621,113,48,1.187381088,,
1896,153,3348,214,75,60,1.492987213,,
1896,152,863,1155,94,35,31.71193094,,
1896,148,1290,729,34,37,7.557056666,,
1896,142,2194,356,30,28,3.866584623,,
1896,7,2808,634,82,59,0.683862866,,
1896,9,2417,508,76,62,4.916838149,,
1896,140,2244,963,92,35,43.76061378,,
1896,5,2470,394,86,49,0.580661691,,
1896,151,2169,267,30,42,4.329133074,,
1896,143,1367,902,225,103,41.66616994,,
1896,150,3265,1746,314,134,36.21212004,,
1897,12,3476,1883,177,92,4.055981817,,
1897,132,3783,865,118,100,23.8570638,,
1897,125,2807,867,90,36,28.91816578,,
1897,147,868,1034,87,34,34.40134676,,
1897,6,2455,447,86,49,1.134113715,,
1897,103,2590,672,48,81,0.685149017,,
1897,137,1857,1103,381,146,30.56018721,,
1897,149,257,932,243,102,21.07227506,,
1897,131,2918,925,95,39,36.40093134,,
1897,4,2369,384,83,47,0.91859668,,
1897,141,1284,1073,204,93,20.47453852,,
1897,8,2507,633,76,67,1.299969897,,
1897,10,2672,648,86,58,1.653574459,,
1897,146,2452,1670,197,101,40.98194815,,
1897,15,3618,621,113,48,0.977564202,,
1897,153,3348,214,75,62,1.013617238,,
1897,152,873,1155,93,34,30.79946527,,
1897,148,1285,731,43,47,8.830253068,,
1897,142,2195,357,31,28,3.834286705,,
1897,7,2808,635,82,58,1.040345162,,
1897,9,2417,509,76,63,4.698273647,,
1897,140,2259,963,91,35,43.84744642,,
1897,5,2470,394,86,49,0.493732728,,
1897,151,2168,266,30,44,4.195102208,,
1897,143,1381,901,224,103,41.69235051,,
1897,150,3251,1747,312,135,36.88655767,,
1898,12,3476,1884,175,93,3.96340237,,
1898,132,3789,865,103,100,21.97120973,,
1898,125,2818,866,90,37,29.45974286,,
1898,147,881,1032,88,35,35.12013766,,
1898,6,2455,446,86,49,1.449019499,,
1898,103,2590,672,48,80,0.576170959,,
1898,137,1870,1103,384,144,31.78720271,,
1898,149,265,931,241,102,21.68222706,,
1898,131,2931,925,95,39,36.62260091,,
1898,4,2369,384,83,48,0.749967834,,
1898,141,1291,1072,204,94,20.47651363,,
1898,8,2507,632,76,68,1.591223715,,
1898,10,2671,648,86,58,1.913689761,,
1898,146,2437,1670,197,100,41.48125149,,
1898,15,3618,620,112,45,1.2668443,,
1898,153,3347,213,77,63,1.724103865,,
1898,152,885,1154,93,34,31.90173507,,
1898,148,1284,731,47,48,7.891656074,,
1898,142,2196,357,30,27,3.61309121,,
1898,7,2808,635,82,57,0.886800064,,
1898,9,2414,509,70,63,5.447336572,,
1898,140,2274,963,91,35,43.91769212,,
1898,5,2470,394,86,48,0.413822114,,
1898,151,2168,265,29,46,3.88346333,,
1898,143,1396,901,224,102,42.16419834,,
1898,150,3240,1750,312,133,36.24650778,,
1899,12,3475,1885,174,94,4.068970294,,
1899,132,3796,864,89,102,20.84227837,,
1899,125,2827,866,88,37,28.97250559,,
1899,147,893,1031,88,35,35.2354133,,
1899,6,2455,446,86,50,1.254711673,,
1899,103,2590,672,48,80,0.476622176,,
1899,137,1881,1104,386,146,31.96574885,,
